no,productno ,colour,size,crossreference,description,brandid,brandname,brandlineid,brandlinename,img1,img2,img3,img4,img5,img6,composition,countryoforigin,genderid,gendername,ageclassid,ageclassname,seasonid,seasonname,seasonyear,productcategoryid,productcategoryname,productgroupcodeid,productgroupcodename,colorname,colorhex
071244613,238842_LLS,LILAC,S,5608348718264,Portofol,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/wallets/wallets/wallet-with-texture-and-double-zipper-closure/238842.html?dwvar_238842_color=_LL,,,,,,"Lining: 40%Polyester, 60%Polyurethane / Exterior: 100%Polyurethane",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,302,Wallets,,
071239648,237411_GNU,GREEN,U,5608348696937,Vathë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/jewellery/earrings/oval-earrings-with-resin/237411.html?dwvar_237411_color=_GN,,,,,,"Body: 50%Resin, 50%Zinc",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,,
071244663,238726_GDU,GOLD,U,5608348716918,Vathë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/jewellery/earrings/set-with-open-hoop-earrings/238726.html?dwvar_238726_color=_GD,,,,,,"Body: 5%Acrylic, 95%Zinc",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,GOLD,#FFD700
071246004,50468392,473,L,4063547808948,BLUZË POLO,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063547808979_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547808979_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547808979_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547808979_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547808979_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547808979_5.jpg,100% Cotton, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,103,Polos,,
071244647,238979_BKU,BLACK,U,5608348719919,Gjerdan,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/jewellery/necklaces/necklace-with-heart-pendant/238979.html?dwvar_238979_color=_BK,,,,,,"Body: 50%Polyester, 50%Zinc",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,,
071244372,50544597,407,54,4063547193488,Xhaketë,7057,HUGO,132,HUGO RED,http://91.187.98.69:8001/07/2615/Published/4063546721828_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063546721828_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063546721828_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063546721828_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063546721828_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063546721828_5.jpg,39% Viscose 31% Polyamide 25% Polyester 5% Elastane 100% Polyester,Indonesia,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,107,Jackets,DARK BLUE,#00008B
071246036,50534313,402,50,4063545463941,PANTALLONA,7086,BOSS,106,BOSS GREEN,http://91.187.98.69:8001/07/2615/Published/4063545463989_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063545463989_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063545463989_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063545463989_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063545463989_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063545463989_5.jpg,95% Polyester (recycled) 5% Elastane, Indonesia,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,104,Trousers,DARK BLUE,#00008B
071239782,239890_HMU,HALFTONE MULTICOLOR,U,5608348733021,Byzylykë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/jewellery/bracelets/set-of-elastic-bracelets/239890.html?dwvar_239890_color=_HM,,,,,,Body: 100%Thermoplastic Polyurethane,China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,,
071246050,50554093,244,L,4063548400639,MAICË POLO,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063547782934_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547782934_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547782934_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547782934_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547782934_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547782934_5.jpg,90% Cotton 10% Silk, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,103,Polos,,
071244661,235026_WTU,WHITE,U,5608348672870,Gjerdan,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/jewellery/necklaces/necklace-with-shells-and-glass-beads/235026.html?dwvar_235026_color=_WT,,,,,,"Body: 30%Glass, 50%Iron, 10%Shell, 8%Wood, 2%Zinc",India,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,,
071239793,239849_GDS,GOLD,S,5608348732208,Unazë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/jewellery/rings/wide-ring-with-bars/239849.html?dwvar_239849_color=_GD,,,,,,Body: 100%Copper,China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,GOLD,#FFD700
071235384,50544107,201,38,4063547430125,Pantallona,7057,HUGO,132,HUGO RED,http://91.187.98.69:8001/07/2615/Published/4063546730066_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063546730066_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063546730066_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063546730066_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063546730066_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063546730066_5.jpg,72% Poliester 25% Viskozë 3% Elastanë,Turqi,2,female,8,Adult,2,Fall/Winter,2025,1,Apparel,104,Trousers,DARK BROWN,#654321
071244576,238232_CAL,CAMEL,L,5608348709071,Çantë dore,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/bags/shoppers/leather-effect-shopper-bag/238232.html?dwvar_238232_color=_CA,,,,,,"Lining: 60%Polyester, 40%Polyurethane / Exterior: 100%Polyester",Vietnam,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,301,Bags,,
071244672,238639_HMU,HALFTONE MULTICOLOR,U,5608348715867,Vathë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/jewellery/earrings/open-hoop-earrings-with-stones/238639.html?dwvar_238639_color=_HM,,,,,,"Body: 30%Thermoplastic Polyurethane, 70%Zinc",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,,
071244584,237422_DGU,DARK GREY,U,5608348697163,Ponço,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/clothing/ponchos-and-kimonos/knitted-poncho-with-stitching-detail/237422.html?dwvar_237422_color=_DG,,,,,,"Body: 24%Polyamide, 28%Polyester, 48%VISCOSE",China,2,female,8,Adult,2,Fall/Winter,2025,1,Apparel,108,Cardigans,,
071244716,241036_BKU,BLACK,U,5608348749510,Vathë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/jewellery/earrings/flower-earrings-with-resin/241036.html?dwvar_241036_color=_BK,,,,,,"Body: 40%Resin, 60%Zinc",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,,
071244590,238665_BKS,BLACK,S,5608348716222,Çantë dore,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/bags/shoulder-bags/padded-shoulder-bag-with-flap/238665.html?dwvar_238665_color=_BK,,,,,,"Lining: 90%Polyester, 10%Polyurethane / Exterior: 100%Polyurethane",Myanmar,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,301,Bags,,
071245832,50506373,001,L,4063541364228,MAICË,7086,BOSS,106,BOSS GREEN,http://91.187.98.69:8001/07/2615/Published/4063541364396_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063541364396_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063541364396_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063541364396_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063541364396_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063541364396_5.jpg,95% Cotton 5% Elastane, Bangladesh,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,102,T-shirts,BLACK,#000000
071244725,238982_GDU,GOLD,U,5608348719940,Vathë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/jewellery/earrings/long-earrings-stars/238982.html?dwvar_238982_color=_GD,,,,,,Body: 100%Zinc,China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,GOLD,#FFD700
071244623,238089_KKL,KHAKI,L,5608348705806,Fustan,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/clothing/dresses/midi-shirt-dress/238089.html?dwvar_238089_color=_KK,,,,,,"Body: 29%Polyamide, 71%VISCOSE",China,2,female,8,Adult,2,Fall/Winter,2025,1,Apparel,119,Dresses,,
071235411,50544628,001,L,4063546713663,Xhaketë,7057,HUGO,132,HUGO RED,http://91.187.98.69:8001/07/2615/Published/4063546713663_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063546713663_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063546713663_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063546713663_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063546713663_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063546713663_5.jpg,100% Pambukë, Tunisia,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,107,Jackets,BLACK,#000000
071246644,50531684,965,XXL,4063547930335,TË BRENDSHME,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063547929179_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547929179_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547929179_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547929179_4.jpg,,,95% Cotton 5% Elastane, Vietnam,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,117,Underwear,,
071239691,238538_ANS,ANTHRACITE,S,5608348714433,Xhup,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/clothing/sweatshirts/sleeveless-sweatshirt/238538.html?dwvar_238538_color=_AN,,,,,,"Body: 81%Cotton, 19%Polyamide",China,2,female,8,Adult,2,Fall/Winter,2025,1,Apparel,114,Sweatshirts,,
071244694,238978_GDS,GOLD,S,5608348719902,Unazë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/jewellery/rings/star-ring/238978.html?dwvar_238978_color=_GD,,,,,,Body: 100%Zinc,China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,GOLD,#FFD700
071235471,50548507,003,44,4063546804118,Atlete,7057,HUGO,132,HUGO RED,http://91.187.98.69:8001/07/2615/Published/4063546804118_1.jpg,,,,,,100% Poliester Sole 100% Rubber Upper material 60% Poliester 40% Poliuretane Innersole 100%, Vietnam,1,male,8,Adult,2,Fall/Winter,2025,2,Footwear,209,Sneakers,BLACK,#000000
071245819,50520851,017,32-32,4063543483262,XHINSE,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063543483439_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063543483439_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063543483439_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063543483439_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063543483439_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063543483439_5.jpg,92% Cotton 6% Elastomultiester 2% Elastane, Tunisia,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,105,Jeans,,
071239651,240083_HMU,HALFTONE MULTICOLOR,U,5608348735513,Zinxhirë çelësash,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/accessories/keychains/bear-keychain-charm/240083.html?dwvar_240083_color=_HM,,,,,,"Body: 20%Cotton, 5%Enamel, 10%Iron, 25%Polyamide, 15%Resin, 25%Zinc / Ring: 100%Zinc",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,,
071244606,238308_YLS,YELLOW,S,5608348711081,Pantallona,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/clothing/trousers/elastic-waist-pants-with-pockets/238308.html?dwvar_238308_color=_YL,,,,,,"Body: 19%Cotton, 7%Elastane, 20%Modal, 54%Polyester",China,2,female,8,Adult,2,Fall/Winter,2025,1,Apparel,104,Trousers,,
071239657,237477_HMU,HALFTONE MULTICOLOR,U,5608348697767,Byzylykë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/jewellery/bracelets/elastic-bracelet-with-multicolor-stones/237477.html?dwvar_237477_color=_HM,,,,,,"Body: 35%Resin, 15%Stone, 50%Zinc",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,,
071244577,237913_GDU,GOLD,U,5608348702805,Brosh,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/jewellery/pins/brooch-with-heart/237913.html?dwvar_237913_color=_GD,,,,,,"Body: 10%Iron, 90%Zinc",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,GOLD,#FFD700
071244666,240239_HMU,HALFTONE MULTICOLOR,U,5608348737302,Byzylykë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/jewellery/bracelets/set-of-multicolor-bracelets-with-resin/240239.html?dwvar_240239_color=_HM,,,,,,"Body: 60%Acrylic, 40%Resin",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,,
071239689,238311_BUL,BURGUNDY,L,5608348711104,Portofol,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/wallets/wallets/wallet-with-texture-l/238311.html?dwvar_238311_color=_BU,,,,,,"Lining: 60%Polyester, 40%Polyurethane / Exterior: 100%Polyurethane",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,302,Wallets,,
071244583,238968_GDU,GOLD,U,5608348719728,Vathë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/jewellery/earrings/open-golden-hoop-earrings/238968.html?dwvar_238968_color=_GD,,,,,,Body: 100%Brass,China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,GOLD,#FFD700
071244658,223120_LNU,LIGHT GREEN,U,5608348697873,Vathë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/jewellery/earrings/golden-hoop-earrings-with-resin/223120.html?dwvar_223120_color=_LN,,,,,,"Body: 35%Thermoplastic Polyurethane, 65%Zinc",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,,
071244692,235123_GDU,GOLD,U,5608348674188,Vathë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/jewellery/earrings/mussel-earrings/235123.html?dwvar_235123_color=_GD,,,,,,Body: 100%Brass,China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,GOLD,#FFD700
071244668,239066_HMU,HALFTONE MULTICOLOR,U,5608348720885,Aksesorë flokësh,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/accessories/hair-accessories/twisted-effect-hair-tie-set/239066.html?dwvar_239066_color=_HM,,,,,,"Body: 85%Polyester, 15%Thermoplastic Polyurethane",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,311,Hair Accessories,,
071246829,50549626,404,52,4063548036784,KOSTUMË,7086,BOSS,143,BOSS CAMEL,http://91.187.98.69:8001/07/2615/Published/4063548036784_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063548036784_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063548036784_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063548036784_4.jpg,,,100% Virgin wool, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,128,Suits,DARK BLUE,#00008B
071245825,50520851,017,34-34,4063543483354,XHINSE,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063543483439_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063543483439_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063543483439_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063543483439_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063543483439_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063543483439_5.jpg,92% Cotton 6% Elastomultiester 2% Elastane, Tunisia,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,105,Jeans,,
071239734,237930_BMM-L,BRIGHT MULTICOLOR,M-L,5608348703161,Jelek,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/clothing/tops-and-t-shirts/knit-vest-with-stripes/237930.html?dwvar_237930_color=_BM,,,,,,"Body: 44%Polyester, 56%recycled polyester",China,2,female,8,Adult,2,Fall/Winter,2025,1,Apparel,131,Vest,,
071245905,50550639,058,S,4063546902197,BLUZË,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063548126201_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063548126201_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063548126201_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063548126201_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063548126201_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063548126201_5.jpg,70% Lyocell 30% Wool, Portugal,2,female,8,Adult,2,Fall/Winter,2025,1,Apparel,102,T-shirts,,
071244721,232128_GDU,GOLD,U,5608348625890,Byzylykë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/jewellery/bracelets/braided-bracelet/232128.html?dwvar_232128_color=_GD,,,,,,"Body: 10%Steel, 90%Zinc",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,GOLD,#FFD700
071248954,239550_PEU,PEARL,U,5608348727051,Vathë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/dw/image/v2/BBKR_PRD/on/demandware.static/-/Sites-parfois-master-catalog/default/dw824a9e23/images/hi-res/252/52/239550_PE_1yf.jpg?sw=1920,,,,,,"Body: 70%Glass, 30%Iron",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,,
071245879,50548093,358,L,4063548042907,MAICË,7086,BOSS,106,BOSS GREEN,http://91.187.98.69:8001/07/2615/Published/4063548043126_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063548043126_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063548043126_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063548043126_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063548043126_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063548043126_5.jpg,72% Cotton 23% Lyocell 5% Elastane, Bangladesh,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,102,T-shirts,,
071245844,50551139,100,XXL,4063547297322,MAICË,7086,BOSS,106,BOSS GREEN,http://91.187.98.69:8001/07/2615/Published/4063547297308_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547297308_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547297308_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547297308_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547297308_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547297308_5.jpg,95% Cotton 5% Elastane, Peru,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,102,T-shirts,BLACK,#000000
071246006,50468392,473,XL,4063547808979,BLUZË POLO,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063547808979_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547808979_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547808979_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547808979_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547808979_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547808979_5.jpg,100% Cotton, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,103,Polos,,
071245910,50550639,118,XL,4063548127260,BLUZË,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063548127260_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063548127260_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063548127260_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063548127260_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063548127260_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063548127260_5.jpg,70% Lyocell 30% Wool, Portugal,2,female,8,Adult,2,Fall/Winter,2025,1,Apparel,102,T-shirts,OPEN WHITE,#F8F8FF
071248979,240795_BNM,BROWN,M,5608348745703,Çantë dore,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/dw/image/v2/BBKR_PRD/on/demandware.static/-/Sites-parfois-master-catalog/default/dwde3c88ec/images/hi-res/252/54/240795_BN_1yf.jpg?sw=1920,,,,,,Lining: 100%Polyester / Int Comp 1: 100%Polyester / Ext Comp 1: 100%Polyurethane / Exterior: 100%Polyurethane,China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,301,Bags,,
071244707,238978_GDM,GOLD,M,5608348719896,Unazë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/jewellery/rings/star-ring/238978.html?dwvar_238978_color=_GD,,,,,,Body: 100%Zinc,China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,GOLD,#FFD700
071245930,50520303,245,S,4063547892169,DUKS,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063547891865_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547891865_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547891865_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547891865_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547891865_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547891865_5.jpg,86% Cotton 14% Polyester, Morocco,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,114,Sweatshirts,,
071244727,238646_HMU,HALFTONE MULTICOLOR,U,5608348715959,Gjerdan,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/jewellery/necklaces/set-of-necklaces-with-stone-pendants/238646.html?dwvar_238646_color=_HM,,,,,,"Body: 20%Enamel, 20%Iron, 20%Resin, 20%Stone, 20%Zinc",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,,
071246137,50549713,402,L,4063548120704,TRENERKA,7086,BOSS,106,BOSS GREEN,http://91.187.98.69:8001/07/2615/Published/4063548121039_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063548121039_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063548121039_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063548121039_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063548121039_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063548121039_5.jpg,99% Polyester 1% Elastane, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,135,Fleece Pants,DARK BLUE,#00008B
071246022,50543945,245,34-34,4063548080831,PANTALLONA,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063548079231_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063548079231_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063548079231_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063548079231_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063548079231_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063548079231_5.jpg,60% Cotton 33% Polyamide (recycled) 7% Elastane, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,104,Trousers,,
071246038,50534313,402,54,4063545464016,PANTALLONA,7086,BOSS,106,BOSS GREEN,http://91.187.98.69:8001/07/2615/Published/4063545463989_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063545463989_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063545463989_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063545463989_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063545463989_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063545463989_5.jpg,95% Polyester (recycled) 5% Elastane, Indonesia,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,104,Trousers,DARK BLUE,#00008B
071246210,50543312,001,38-34,4063547175569,PANTALLONA,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063547175316_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547175316_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547175316_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547175316_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547175316_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547175316_5.jpg,95% Cotton 5% Elastane, Bangladesh,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,104,Trousers,BLACK,#000000
071249046,239746_GDU,GOLD,U,5608348730846,Vathë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/dw/image/v2/BBKR_PRD/on/demandware.static/-/Sites-parfois-master-catalog/default/dw2d78bd16/images/hi-res/252/52/239746_GD_1yf.jpg?sw=1920,,,,,,"Body: 10%Acrylic, 90%Brass",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,GOLD,#FFD700
071245835,50543885,404,XXL,4063547247662,MAICË POLO,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063547247662_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547247662_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547247662_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547247662_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547247662_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547247662_5.jpg,100% Cotton, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,103,Polos,DARK BLUE,#00008B
071235925,50542689,410,32,4063546699509,Pantallona,7057,HUGO,132,HUGO RED,http://91.187.98.69:8001/07/2615/Published/4063546699509_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063546699509_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063546699509_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063546699509_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063546699509_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063546699509_5.jpg,99% Pambukë (5% i ricikluar) 1% Elastanë, Pakistan,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,104,Trousers,NAVY,#000080
071246093,50546329,416,27-32,4063546883342,XHINSE,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063547910450_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547910450_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547910450_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547910450_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547910450_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547910450_5.jpg,95% Cotton 4% Polyester 1% Elastane, Egypt,2,female,8,Adult,2,Fall/Winter,2025,1,Apparel,105,Jeans,,
